epoch,acc,loss,lr,val_acc,val_loss
0,0.59920835,nan,0.001,0.5175038,0.020078741014003754
1,0.59344447,nan,0.001,0.5175038,0.020078741014003754
2,0.5891111,nan,0.000100000005,0.5175038,0.020078741014003754
3,0.58718055,nan,1e-04,0.5175038,0.020078741014003754
4,0.598125,nan,1e-04,0.5175038,0.020078741014003754
5,0.58859724,nan,1e-04,0.5175038,0.020078741014003754
