epoch,loss,lr,mse,val_loss,val_mse
0,0.03358027895912528,0.001,0.03358027,0.018528737127780914,0.018528737
1,0.025688646910712123,0.001,0.025688648,0.030038615688681602,0.030038616
2,0.022338352017104626,0.000100000005,0.022338351,0.0345119833946228,0.034511983
3,0.021907452400773762,1e-04,0.021907454,0.03322529420256615,0.033225294
4,0.02068044132553041,1e-04,0.020680444,0.03395790979266167,0.03395791
5,0.021079542580991983,1e-04,0.02107955,0.03386726975440979,0.03386727
