epoch,loss,lr,mse,val_loss,val_mse
0,0.02749369939789176,0.001,0.027493697,0.04132656380534172,0.041326564
1,0.023224023524671792,0.001,0.02322403,0.04043896868824959,0.04043897
2,0.02148549843579531,0.001,0.021485502,0.04530355706810951,0.045303557
3,0.02045268492773175,0.000100000005,0.020452682,0.04354949668049812,0.043549497
4,0.020192727325484158,1e-04,0.02019273,0.04530367627739906,0.045303676
5,0.019930945951491596,1e-04,0.019930946,0.04279616102576256,0.04279616
6,0.019934134315699337,1e-04,0.01993413,0.044132962822914124,0.044132963
